url	team_a_name	team_a_odds	team_b_name	team_b_odds	recorded_date	pred	winner	bet	winnings	date
https://www.vlr.gg/511543/natus-vincere-vs-apeks-vct-2025-emea-stage-2-w1	NAVI	1.32	APK	3.1	07/15/2025, 23:24:28	AG	A	500	660.0	2025-07-16 11:00:00
https://www.vlr.gg/511544/team-vitality-vs-giantx-vct-2025-emea-stage-2-w1	VIT	1.28	GX	3.3	07/16/2025, 11:44:07	AG	B	500	0	2025-07-16 13:50:00
https://www.vlr.gg/511545/fut-esports-vs-gentle-mates-vct-2025-emea-stage-2-w1	FUT	1.48	M8	2.5	07/16/2025, 11:44:12	Split	A	0	0	2025-07-17 11:00:00
https://www.vlr.gg/511546/team-liquid-vs-koi-vct-2025-emea-stage-2-w1	TL	1.08	KOI	6.3	07/15/2025, 23:24:45	AG	A	500	540.0	2025-07-17 14:30:00
https://www.vlr.gg/511547/team-heretics-vs-bbl-esports-vct-2025-emea-stage-2-w1	TH	1.55	BBL	2.3	07/15/2025, 19:05:47	AG	A	500	775.0	2025-07-18 11:00:00
https://www.vlr.gg/511548/fnatic-vs-karmine-corp-vct-2025-emea-stage-2-w1	FNC	1.32	KC	3.1	07/15/2025, 18:56:35	A	A	100	132.0	2025-07-18 14:15:00
https://www.vlr.gg/511549/apeks-vs-karmine-corp-vct-2025-emea-stage-2-w2	APK	5.3	KC	1.12	07/20/2025, 15:15:50	BG	B	500	560.0	2025-07-23 11:00:00
https://www.vlr.gg/511550/giantx-vs-bbl-esports-vct-2025-emea-stage-2-w2	GX	3.1	BBL	1.32	07/20/2025, 15:15:56	BG	A	500	0	2025-07-23 14:00:00
https://www.vlr.gg/511551/team-liquid-vs-natus-vincere-vct-2025-emea-stage-2-w2	TL	1.3	NAVI	3.2	07/20/2025, 15:16:01	AG	A	500	650.0	2025-07-24 11:00:00
https://www.vlr.gg/511552/gentle-mates-vs-team-heretics-vct-2025-emea-stage-2-w2	M8	4.4	TH	1.17	07/22/2025, 09:03:31	BG	B	500	585.0	2025-07-24 14:00:00
https://www.vlr.gg/511553/fut-esports-vs-team-vitality-vct-2025-emea-stage-2-w2	FUT	1.58	VIT	2.2	07/20/2025, 15:16:10	A	B	100	0	2025-07-25 11:00:00
https://www.vlr.gg/511554/koi-vs-fnatic-vct-2025-emea-stage-2-w2	KOI	8.0	FNC	1.04	07/20/2025, 15:16:15	BG	B	500	520.0	2025-07-25 14:00:00
https://www.vlr.gg/511562/fut-esports-vs-giantx-vct-2025-emea-stage-2-w3	FUT	1.62	GX	2.15	07/29/2025, 18:11:16	B	A	100	0	2025-07-30 11:00:00
https://www.vlr.gg/511563/gentle-mates-vs-bbl-esports-vct-2025-emea-stage-2-w3	M8	2.4	BBL	1.5	07/29/2025, 10:57:32	BG	B	500	750.0	2025-07-30 14:00:00
https://www.vlr.gg/511564/team-liquid-vs-apeks-vct-2025-emea-stage-2-w3	TL	1.22	APK	3.8	07/29/2025, 10:57:35	AG	A	500	610.0	2025-07-31 11:00:00
https://www.vlr.gg/511565/koi-vs-karmine-corp-vct-2025-emea-stage-2-w3	KOI	3.8	KC	1.22	07/29/2025, 10:57:38	A	B	100	0	2025-07-31 14:00:00
